length,net_charge,% Hydrophobe,Boman Index
108.0,11.0,34.0,1.79
31.0,1.0,19.0,5.21
13.0,1.0,69.0,-2.01
72.0,4.0,36.0,1.62
76.0,7.0,40.0,1.51
58.0,6.0,39.0,1.6
19.0,3.0,63.0,-0.9
23.0,4.0,60.0,-0.44
22.0,4.0,59.0,-0.33
23.0,4.0,65.0,-0.98
21.0,3.0,66.0,-0.47
30.0,12.0,43.0,2.28
13.0,5.0,53.0,-0.51
31.0,1.0,48.0,-0.21
6.0,0.0,66.0,-1.89
6.0,0.0,66.0,-1.75
6.0,0.0,66.0,-1.75
6.0,0.0,66.0,-1.89
6.0,1.0,66.0,-0.81
6.0,1.0,66.0,-0.67
6.0,0.0,66.0,-1.75
65.0,6.0,41.0,2.7
37.0,10.0,24.0,3.44
38.0,0.0,50.0,-0.43
68.0,-2.0,48.0,-0.21
13.0,2.0,53.0,-0.29
64.0,5.0,54.0,-0.66
35.0,2.0,34.0,0.67
42.0,1.0,42.0,0.47
42.0,1.0,42.0,0.49
42.0,2.0,42.0,0.47
38.0,9.0,34.0,2.7
37.0,8.0,37.0,2.36
38.0,7.0,31.0,2.22
52.0,7.0,34.0,2.74
38.0,6.0,31.0,2.49
25.0,3.0,36.0,2.63
17.0,1.0,58.0,-0.14
14.0,3.0,71.0,-1.31
14.0,2.0,64.0,-2.06
25.0,3.0,52.0,-0.04
32.0,2.0,43.0,0.61
32.0,3.0,43.0,0.93
35.0,0.0,17.0,1.18
70.0,4.0,14.0,3.14
19.0,3.0,63.0,-1.45
25.0,4.0,44.0,0.02
41.0,-2.0,53.0,0.31
10.0,1.0,50.0,-0.52
21.0,2.0,52.0,-1.01
21.0,2.0,52.0,-1.45
24.0,4.0,62.0,-0.14
25.0,1.0,60.0,-0.77
24.0,1.0,62.0,0.16
33.0,2.0,45.0,1.1
24.0,4.0,58.0,-0.18
24.0,3.0,66.0,-0.63
46.0,5.0,43.0,0.6
46.0,5.0,43.0,0.76
46.0,6.0,43.0,1.08
43.0,3.0,37.0,1.9
43.0,3.0,37.0,2.06
114.0,11.0,22.0,1.37
34.0,9.0,47.0,1.15
12.0,0.0,41.0,0.87
14.0,0.0,42.0,0.86
11.0,1.0,36.0,2.29
91.0,5.0,30.0,1.25
34.0,10.0,38.0,3.84
35.0,1.0,45.0,1.02
93.0,-9.0,34.0,1.93
20.0,7.0,50.0,2.35
43.0,1.0,34.0,1.51
24.0,0.0,45.0,-0.26
39.0,4.0,38.0,1.62
35.0,5.0,40.0,0.94
87.0,12.0,37.0,2.09
